rank,gender,gender_dist_raw_html,forename_URL,name,incidence,frequency,Definition,approximate_usage,most_prevalent,highest_density,world_most_common_rank
712,65%,"<div class=""m"" style=""width:65px;"">65%</div>",https://forebears.io/forenames/seyi,Seyi,"43,387","1:4,093","Oluwaseyifunmi means 'God has made this'. It can be shorteened to Seyi, Oluseyi or Oluwaseyi.","44,622",Nigeria,Nigeria,"20,312th "
713,91%,"<div class=""m"" style=""width:91px;"">91%</div>",https://forebears.io/forenames/anayo,Anayo,"43,325","1:4,098",,"43,771",Nigeria,Nigeria,"20,633rd "
714,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chukwuebuka,Chukwuebuka,"43,269","1:4,104",,"43,401",Nigeria,Nigeria,"20,784th "
715,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ishaya,Ishaya,"43,239","1:4,107",,"43,404",Nigeria,Nigeria,"20,781st "
716,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/luba,Luba,"43,080","1:4,122",,"61,356",Nigeria,South Ossetia,"15,576th "
717,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sanni,Sanni,"43,051","1:4,125",,"117,148",India,Benin,"8,801st "
718,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sulaimon,Sulaimon,"42,979","1:4,131",,"43,484",Nigeria,Nigeria,"20,743rd "
719,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tabitha,Tabitha,"42,913","1:4,138","A female name. the Aramaic equivalent of Dorcas (q.v.) ‘roe’ or ‘gazelle’. Both names are given in Acts ix for the charitable woman who was raised up by St Peter. Tabitha, like Dorcas, was common in the 17th C, and continued in use in the 18th and early 19th C.","257,233",Kenya,South Sudan,"4,083rd "
720, ,"<div class=""m"" style=""width:26px;"">&nbsp;</div>",https://forebears.io/forenames/olaide,Olaide,"42,876","1:4,141",,"43,978",Nigeria,Nigeria,"20,548th "
721,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/bako,Bako,"42,805","1:4,148",,"68,237",Nigeria,Madagascar,"14,159th "
722,78%,"<div class=""m"" style=""width:78px;"">78%</div>",https://forebears.io/forenames/anietie,Anietie,"42,475","1:4,180",,"42,598",Nigeria,Nigeria,"21,100th "
723,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/izuchukwu,Izuchukwu,"42,474","1:4,181",,"42,629",Nigeria,Nigeria,"21,091st "
724,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/laraba,Laraba,"42,473","1:4,181",,"47,245",Nigeria,Nigeria,"19,395th "
725,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/goni,Goni,"42,392","1:4,189",,"71,589",Nigeria,Benin,"13,611th "
726,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/joyce,Joyce,"42,287","1:4,199","(m., f.) this common medieval name was used for both men and women in the forms Josse, Goce, &c., latinized as Joceus, Jocea, and later (through folk-etymology) Jodocus, Jodoca. It is the Old German Gozo from Gauta, the root of the folk-name Gothic (see also under Jocelyn).","2,333,927",United States,Saint Martin,244th 
727,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tawakalitu,Tawakalitu,"42,241","1:4,204",,"42,350",Nigeria,Nigeria,"21,210th "
728, ,"<div class=""m"" style=""width:1px;"">&nbsp;</div>",https://forebears.io/forenames/falmata,Falmata,"42,194","1:4,208",,"105,161",Nigeria,Chad,"9,743rd "
729,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/agatha,Agatha,"42,193","1:4,208","A female name. (French German Agathe, Russian Agafia), from Greek άγαθός ‘good’, the name of a 3rd-C Sicilian martyr honoured in both Eastern and Western Churches. Her cultus was very wide-spread and her name still appears in the Anglican Calendar; there are four English churches dedicated to her.","226,932",Tanzania,Grenada,"4,627th "
730,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fadimatu,Fadimatu,"42,170","1:4,211",,"43,530",Nigeria,Nigeria,"20,729th "
731,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/moshood,Moshood,"42,055","1:4,222",,"43,078",Nigeria,Nigeria,"20,916th "
732,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chinelo,Chinelo,"41,936","1:4,234",,"42,414",Nigeria,Nigeria,"21,183rd "
733,82%,"<div class=""m"" style=""width:82px;"">82%</div>",https://forebears.io/forenames/benedict,Benedict,"41,920","1:4,236","A male name. (Latin Benedictus, French Benoît, Italian Benedetto, Spanish Benito). Latin benedictus ‘blessed’, the name of St Benedict, the founder of the Benedictine Order (490-c. 542). It is not found as a christian name in England before the Conquest, but it soon afterwards became common, and a measure of its popularity is to be found in the number of common surnames derived from it, such as Benn, Benson, Bennet, Bennett, as well as the rarer Benedict.","148,629",Nigeria,Grenada,"7,062nd "
734,55%,"<div class=""m"" style=""width:55px;"">55%</div>",https://forebears.io/forenames/tayo,Tayo,"41,846","1:4,243",,"53,224",Nigeria,Nigeria,"17,547th "
735,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/franca,Franca,"41,738","1:4,254",,"213,679",Italy,Italy,"4,895th "
736,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/christianah,Christianah,"41,656","1:4,263",,"42,163",Nigeria,Nigeria,"21,286th "
737,95%,"<div class=""m"" style=""width:95px;"">95%</div>",https://forebears.io/forenames/alh,Alh,"41,606","1:4,268",,"85,698",Nigeria,Iran,"11,669th "
738,74%,"<div class=""m"" style=""width:74px;"">74%</div>",https://forebears.io/forenames/dayo,Dayo,"41,525","1:4,276",,"45,625",Nigeria,Nigeria,"19,972nd "
739,73%,"<div class=""m"" style=""width:73px;"">73%</div>",https://forebears.io/forenames/adedayo,Adedayo,"41,424","1:4,287",,"42,688",Nigeria,Nigeria,"21,076th "
740,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/nonso,Nonso,"41,281","1:4,301",,"41,651",Nigeria,Nigeria,"21,507th "
741,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/eric,Eric,"41,196","1:4,310","A male name. Old Norse Eyrekr, Modern Norse Eirik, German Erich, the second element is the common Teutonic root meaning 'rule’, ‘government’, the first is doubtful. The name was brought to England by the Danes; there is one tenant named Iricus in Domesday Book but it seems to have soon died out.","3,671,923",United States,Burundi,112th 
742, ,"<div class=""m"" style=""width:2px;"">&nbsp;</div>",https://forebears.io/forenames/chinasa,Chinasa,"41,078","1:4,323",,"41,263",Nigeria,Nigeria,"21,671st "
743,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rabiatu,Rabiatu,"40,768","1:4,355",,"44,408",Nigeria,Nigeria,"20,378th "
744,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/manu,Manu,"40,645","1:4,369","A Sanskrit name, meaning: Man.","312,203",India,Tonga,"3,347th "
745,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nazifi,Nazifi,"40,530","1:4,381",,"42,315",Nigeria,Nigeria,"21,230th "
746,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rasheedat,Rasheedat,"40,284","1:4,408",,"40,425",Nigeria,Nigeria,"22,014th "
747,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/arinze,Arinze,"40,255","1:4,411",,"41,116",Nigeria,Nigeria,"21,718th "
748,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kafilat,Kafilat,"40,109","1:4,427",,"40,288",Nigeria,Nigeria,"22,070th "
749,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fatimah,Fatimah,"39,998","1:4,439",,"338,901",Indonesia,Malaysia,"3,072nd "
750,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/godspower,Godspower,"39,904","1:4,450",,"40,144",Nigeria,Nigeria,"22,135th "
751,60%,"<div class=""m"" style=""width:60px;"">60%</div>",https://forebears.io/forenames/ayobami,Ayobami,"39,872","1:4,453",,"40,632",Nigeria,Nigeria,"21,919th "
752,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/salome,Salome,"39,861","1:4,455","A female name. a hellenized form of Hebrew shalem ‘perfect’, a favourite name in the Herod family. Salome was also the name of one of the women who ministered to Jesus who was first at the sepulchre on Easter morning. It has been used as a christian name since the 17th C.","455,211",Tanzania,Solomon Islands,"2,236th "
753,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/morufat,Morufat,"39,700","1:4,473",,"39,765",Nigeria,Nigeria,"22,299th "
754,80%,"<div class=""m"" style=""width:80px;"">80%</div>",https://forebears.io/forenames/ya,Ya,"39,585","1:4,486",,"429,592",India,Gambia,"2,378th "
755,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/oluwole,Oluwole,"39,584","1:4,486",,"41,364",Nigeria,Nigeria,"21,637th "
756,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/ben,Ben,"39,545","1:4,490","The usual, more manly, diminutive of Benjamin, not of Benedict.","718,750",United States,Niue,"1,337th "
757,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/idayat,Idayat,"39,413","1:4,505",,"41,442",Nigeria,Nigeria,"21,603rd "
758,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ukamaka,Ukamaka,"39,362","1:4,511",,"39,432",Nigeria,Nigeria,"22,459th "
759,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nicholas,Nicholas,"39,323","1:4,516","A male name. Latin Nicolaus from Greek Νικόλαος, compound of νίκη ‘victory’ arid λαός ‘the people’. St Nicholas, Bishop of Myra c. 300, is regarded as the patron saint of children, sailors, and wolves, and was much venerated in both Eastern and Western Churches.","1,009,032",United States,"Saint Helena, Ascension and Tristan da Cunha",882nd 
760,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/imaobong,Imaobong,"39,298","1:4,518",,"39,363",Nigeria,Nigeria,"22,495th "
761, ,"<div class=""m"" style=""width:29px;"">&nbsp;</div>",https://forebears.io/forenames/abidemi,Abidemi,"39,233","1:4,526",,"40,656",Nigeria,Nigeria,"21,908th "
762,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/shakirat,Shakirat,"39,132","1:4,538",,"39,389",Nigeria,Nigeria,"22,480th "
763,80%,"<div class=""m"" style=""width:80px;"">80%</div>",https://forebears.io/forenames/emma,Emma,"39,107","1:4,540","A female name. Old German Emma or Imma, hypocoristic forms of names compounded with Ermin, Irmin ‘whole’, ‘universal’. The name was introduced into England by Emma, d. of Richard I, Duke of Normandy, who m. (1) 1002 King Ethelred the Unready, and (2) 1017 King Cnut.","1,556,756",England,Sweden,458th 
764, ,"<div class=""m"" style=""width:33px;"">&nbsp;</div>",https://forebears.io/forenames/itoro,Itoro,"39,093","1:4,542",,"39,259",Nigeria,Nigeria,"22,556th "
765,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sekinat,Sekinat,"39,061","1:4,546",,"41,193",Nigeria,Nigeria,"21,688th "
766,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jafar,Jafar,"38,968","1:4,557",,"457,120",Iran,Iran,"2,228th "
767,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mulikat,Mulikat,"38,825","1:4,573",,"38,943",Nigeria,Nigeria,"22,711th "
768,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/benson,Benson,"38,804","1:4,576",,"317,452",Kenya,Kenya,"3,301st "
769,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kunle,Kunle,"38,738","1:4,584",,"40,602",Nigeria,Nigeria,"21,934th "
770,62%,"<div class=""m"" style=""width:62px;"">62%</div>",https://forebears.io/forenames/oke,Oke,"38,695","1:4,589",,"47,714",Nigeria,Benin,"19,230th "
771,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/basira,Basira,"38,663","1:4,593",,"59,801",Nigeria,Nigeria,"15,900th "
772,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/livinus,Livinus,"38,658","1:4,593",,"45,959",Nigeria,Nigeria,"19,833rd "
773,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/yohanna,Yohanna,"38,628","1:4,597",,"62,830",Nigeria,Dominican Republic,"15,268th "
774,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fatimat,Fatimat,"38,583","1:4,602",,"45,276",Nigeria,Nigeria,"20,099th "
775,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ajoke,Ajoke,"38,545","1:4,607",,"38,971",Nigeria,Nigeria,"22,695th "
776,61%,"<div class=""m"" style=""width:61px;"">61%</div>",https://forebears.io/forenames/ndifreke,Ndifreke,"38,540","1:4,607",,"38,597",Nigeria,Nigeria,"22,900th "
777,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hawa,Hawa,"38,478","1:4,615","
Hawa is an Arabic version of the name Eve.
","1,207,882",Mali,Mali,674th 
778,96%,"<div class=""m"" style=""width:96px;"">96%</div>",https://forebears.io/forenames/liman,Liman,"38,418","1:4,622",,"56,691",Nigeria,Kosovo,"16,606th "
779,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/habibat,Habibat,"38,405","1:4,623",,"39,876",Nigeria,Nigeria,"22,255th "
780,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/taibat,Taibat,"38,337","1:4,632",,"38,726",Nigeria,Nigeria,"22,830th "
781,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/idiris,Idiris,"38,304","1:4,636",,"60,685",Nigeria,Somaliland,"15,717th "
782,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nathaniel,Nathaniel,"38,292","1:4,637","A male name. Hebrew ‘gift of God’, the name of one of the apostles, generally known by his patronymic Bartholomew (q.v.). This name has only been noted once in the Middle Ages, but it became fairly common after the Reformation, often abbreviated to Nat.","236,460",United States,Liberia,"4,429th "
783,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/austine,Austine,"38,274","1:4,639",,"68,896",Nigeria,Kenya,"14,060th "
784,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bilyaminu,Bilyaminu,"38,133","1:4,656",,"38,153",Nigeria,Nigeria,"23,110th "
785,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/wale,Wale,"38,093","1:4,661",,"80,530",Nigeria,Ethiopia,"12,287th "
786,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jafaru,Jafaru,"37,880","1:4,688",,"39,723",Nigeria,Nigeria,"22,325th "
787,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/shafaatu,Shafaatu,"37,809","1:4,696",,"37,813",Nigeria,Nigeria,"23,273rd "
788, ,"<div class=""m"" style=""width:25px;"">&nbsp;</div>",https://forebears.io/forenames/ese,Ese,"37,668","1:4,714",,"40,613",Nigeria,Tuvalu,"21,928th "
789,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olufunke,Olufunke,"37,619","1:4,720",,"38,846",Nigeria,Nigeria,"22,759th "
790,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/osita,Osita,"37,522","1:4,732",,"39,301",Nigeria,Nigeria,"22,539th "
791, ,"<div class=""m"" style=""width:28px;"">&nbsp;</div>",https://forebears.io/forenames/ebele,Ebele,"37,454","1:4,741",,"38,240",Nigeria,Nigeria,"23,070th "
792,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/balikis,Balikis,"37,423","1:4,745",,"37,467",Nigeria,Nigeria,"23,451st "
793, ,"<div class=""m"" style=""width:23px;"">&nbsp;</div>",https://forebears.io/forenames/adesola,Adesola,"37,414","1:4,746",,"38,391",Nigeria,Nigeria,"23,007th "
794, ,"<div class=""m"" style=""width:36px;"">&nbsp;</div>",https://forebears.io/forenames/taiye,Taiye,"37,398","1:4,748",,"40,067",Nigeria,Nigeria,"22,154th "
795, ,"<div class=""m"" style=""width:37px;"">&nbsp;</div>",https://forebears.io/forenames/iniobong,Iniobong,"37,387","1:4,749",,"37,487",Nigeria,Nigeria,"23,439th "
796, ,"<div class=""m"" style=""width:36px;"">&nbsp;</div>",https://forebears.io/forenames/adebisi,Adebisi,"37,258","1:4,766",,"38,577",Nigeria,Nigeria,"22,914th "
797,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/reuben,Reuben,"37,205","1:4,773","A male name. Hebrew ‘behold a son’, the name of one of the ss. of Jacob and of a tribe of Israel. Its use as a christian name in England dates from the 17th C.","234,086",Kenya,Malta,"4,481st "
798,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/isiyaku,Isiyaku,"37,172","1:4,777",,"37,174",Nigeria,Nigeria,"23,609th "
799,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kamilu,Kamilu,"37,088","1:4,788",,"37,200",Nigeria,Nigeria,"23,596th "
800,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olajide,Olajide,"37,047","1:4,793","The Olajide surname comes from the Olajide yoruba male given name, which means 'wealth has awake', ola denote wealth, while jide means 'to wake' or 'come'. It is believed that such a male child has come to his parents with great wealth.","37,973",Nigeria,Nigeria,"23,202nd "
801,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mathias,Mathias,"36,675","1:4,842",,"424,660",Germany,Saint Barthelemy,"2,406th "
802,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olatunji,Olatunji,"36,514","1:4,863",,"37,456",Nigeria,Nigeria,"23,454th "
803,93%,"<div class=""m"" style=""width:93px;"">93%</div>",https://forebears.io/forenames/oladele,Oladele,"36,495","1:4,865",,"38,766",Nigeria,Nigeria,"22,807th "
804,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/silas,Silas,"36,399","1:4,878","A male name. apparently a shortened form of Latin Silvanus, the name of the grand-daughterof trees. The person called Silvanus by St Paul in 2 Cor. i. 19 is usually identified with the Silas of Acts. Neither name is found in use in England before the Reformation.","213,614",Brazil,Solomon Islands,"4,897th "
805,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/william,William,"36,384","1:4,880","A male name. Old German Willahelm, compound of vilja ‘will’ and helma ‘helmet’. It became Guilieim and then Guillaume in French, and was introduced into England by the Normans in the 11th C, from which time it has held its place as one of the commonest men’s names (from the 16th to 19th C, for instance, it averages 20 per cent.","6,351,385",United States,Palau,51st 
806,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hudu,Hudu,"36,352","1:4,885",,"38,504",Nigeria,Nigeria,"22,955th "
807,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/falilat,Falilat,"36,260","1:4,897",,"36,394",Nigeria,Nigeria,"23,991st "
808,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/silifat,Silifat,"36,106","1:4,918",,"36,171",Nigeria,Nigeria,"24,102nd "
809,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/christy,Christy,"36,074","1:4,922","A Latin name, meaning: The annointed.","278,054",United States,Ireland,"3,780th "
810,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/cyril,Cyril,"36,013","1:4,931","A male name. Greek Κύριλλος, probably a derivative of Κύριος ‘lord’, ‘master’. There were two saints of this name, both doctors of the Church, St Cyril of Jerusalem d. 387, and St Cyril of Alexandria d. 444. The name is first found in use in England in the 17th C (e.","315,489",France,"Saint Helena, Ascension and Tristan da Cunha","3,317th "
811,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rapheal,Rapheal,"35,905","1:4,945",,"46,143",Nigeria,Nigeria,"19,763rd "
812,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rasidat,Rasidat,"35,799","1:4,960",,"35,843",Nigeria,Nigeria,"24,286th "
813,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/angelina,Angelina,"35,766","1:4,965","A female name. a diminutive of Angela q.v., occasionally used in 19th C. Not uncommon in Italy, where there have been three saints of the name.","1,148,854",Russia,South Sudan,733rd 
814,77%,"<div class=""m"" style=""width:77px;"">77%</div>",https://forebears.io/forenames/ade,Ade,"35,690","1:4,975",,"724,176",Indonesia,Indonesia,"1,320th "
815,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/uba,Uba,"35,621","1:4,985","Uba is a given name of the Various tribe, meaning: lord / Father.","48,710",Nigeria,Nigeria,"18,942nd "
816,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/godfrey,Godfrey,"35,601","1:4,988","A male name. Old German Godafrid, compound of Guda ‘god’ and frithu ‘peace’. There was a corresponding Old English Godfrith, but it was not common and the medieval Godfry and Godefry seems to represent a Norman version of the Old German name rather than a survival of the Old English one.","703,847",Uganda,Uganda,"1,372nd "
817,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/aderonke,Aderonke,"35,589","1:4,989",,"36,701",Nigeria,Nigeria,"23,827th "
818,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/hamidu,Hamidu,"35,567","1:4,992",,"65,285",Nigeria,Tanzania,"14,753rd "
819,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mukaila,Mukaila,"35,521","1:4,999",,"36,249",Nigeria,Nigeria,"24,057th "
820,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rasaq,Rasaq,"35,435","1:5,011",,"37,317",Nigeria,Somaliland,"23,534th "
821,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fidelia,Fidelia,"35,386","1:5,018","Latin (feminine) - Faithful, true.","97,642",Nigeria,Bolivia,"10,421st "
822,69%,"<div class=""m"" style=""width:69px;"">69%</div>",https://forebears.io/forenames/biodun,Biodun,"35,385","1:5,018",,"35,821",Nigeria,Nigeria,"24,302nd "
823,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dalhatu,Dalhatu,"35,329","1:5,026",The name Dalhat means 'useful to people'.,"35,341",Nigeria,Nigeria,"24,544th "
824,60%,"<div class=""m"" style=""width:60px;"">60%</div>",https://forebears.io/forenames/destiny,Destiny,"35,295","1:5,031",,"54,500",Nigeria,Curaçao,"17,176th "
825,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/husaini,Husaini,"35,292","1:5,031",,"57,093",Nigeria,Nigeria,"16,504th "
826,85%,"<div class=""m"" style=""width:85px;"">85%</div>",https://forebears.io/forenames/obi,Obi,"35,276","1:5,034",,"45,888",Nigeria,Burkina Faso,"19,862nd "
827, ,"<div class=""m"" style=""width:1px;"">&nbsp;</div>",https://forebears.io/forenames/samira,Samira,"35,274","1:5,034",,"1,529,089",Iran,Lebanon,475th 
828,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/steven,Steven,"35,219","1:5,042","A male name. Greek Στεφανάς from στέφανος ‘crown', a common Greek personal name, borne by the first christian martyr. Stephanus, Stefanus is found in England only as a monk’s name before the Norman Conquest, but became a common christian name soon after.","3,098,178",United States,Guernsey,155th 
829,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abibat,Abibat,"35,150","1:5,052",,"35,228",Nigeria,Nigeria,"24,605th "
830,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chukwuka,Chukwuka,"34,955","1:5,080",,"35,152",Nigeria,Nigeria,"24,653rd "
831,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/alasan,Alasan,"34,898","1:5,088",,"38,977",Nigeria,Gambia,"22,692nd "
832,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/martin,Martin,"34,770","1:5,107","A male name. Latin Martinus, apparently a diminutive of Martius ‘of Mars’. St Martin of Tours was a 4th-C soldier, later Bishop of Tours and apostle of Gaul; the story of his sharing his cloak with a beggar was a favourite subject of medieval art, and St Martin was a favourite saint in England and in France; there are over 170 churches dedicated to him in England.","4,495,126",Mexico,Czechia,78th 
833,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kikelomo,Kikelomo,"34,731","1:5,113",,"35,113",Nigeria,Nigeria,"24,673rd "
834,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sirajo,Sirajo,"34,719","1:5,114",,"35,911",Nigeria,Nigeria,"24,245th "
835,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ridwan,Ridwan,"34,660","1:5,123",,"296,119",Indonesia,Somaliland,"3,551st "
836,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olajumoke,Olajumoke,"34,633","1:5,127",,"35,526",Nigeria,Nigeria,"24,451st "
837,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/alexander,Alexander,"34,580","1:5,135","A male name. (French Alexandre, Italian Alessandro, Sandro, Gaelic Alastair, Alister). Greek 'Αλέξανδρος, ‘defending men’, originally one of the epithets of Hera, and often applied as an alternative to Paris. It acquired general use at a later date as the name of the Macedonian conqueror.","3,890,373",Russia,Belarus,102nd 
838, ,"<div class=""m"" style=""width:33px;"">&nbsp;</div>",https://forebears.io/forenames/oluchukwu,Oluchukwu,"34,566","1:5,137",,"34,634",Nigeria,Nigeria,"24,926th "
839,58%,"<div class=""m"" style=""width:58px;"">58%</div>",https://forebears.io/forenames/adeyinka,Adeyinka,"34,541","1:5,141",,"36,184",Nigeria,Nigeria,"24,097th "
840,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nkiruka,Nkiruka,"34,540","1:5,141",,"34,808",Nigeria,Nigeria,"24,839th "
841,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jelili,Jelili,"34,411","1:5,160",,"34,596",Nigeria,Nigeria,"24,947th "
842,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hawawu,Hawawu,"34,354","1:5,169",,"36,352",Nigeria,Nigeria,"24,008th "
843,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/markus,Markus,"34,123","1:5,204","A Boy Name, Derived From The Roman God Of 'Mars'. It's Also The Same As 'Marcus'. (Meaning The Same Thing).","619,554",Germany,Liechtenstein,"1,590th "
844,51%,"<div class=""m"" style=""width:51px;"">51%</div>",https://forebears.io/forenames/edidiong,Edidiong,"33,995","1:5,223",,"34,348",Nigeria,Nigeria,"25,085th "
